"id","user_answer_id","attempt_id","admin_id","old_is_correct","new_is_correct","reason","regraded_at","created_at"
"2974d802-37ed-4358-85e7-0f447d071674","8f79e98e-d549-4152-af33-d1586465d452","de21a951-bddd-4d74-9b09-36c27aa2134f","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:13:55.696+00:00","2025-09-20T00:13:55.901706+00:00"
"eb2aa489-c291-490c-9a07-b664e8d1c909","8f94cd65-bf92-4a16-b700-456833c72d25","de21a951-bddd-4d74-9b09-36c27aa2134f","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:13:59.767+00:00","2025-09-20T00:13:59.95647+00:00"
"16871999-c29d-4b1d-adb3-eb2c9f0122c3","b1776164-ba89-4334-aa45-b8a846b082dd","de21a951-bddd-4d74-9b09-36c27aa2134f","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:14:03.324+00:00","2025-09-20T00:14:03.515214+00:00"
"d33adea2-1506-4535-8c45-1d210356d82b","603cb277-e795-450d-92a1-6fa0a6e4885e","de21a951-bddd-4d74-9b09-36c27aa2134f","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:14:06.74+00:00","2025-09-20T00:14:06.936466+00:00"
"3da463ca-88a1-4a94-9404-238707c91f5f","2bf32275-ada1-444d-9faa-532df8b5358a","de21a951-bddd-4d74-9b09-36c27aa2134f","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:14:25.629+00:00","2025-09-20T00:14:25.845714+00:00"
"d0cf8473-45a1-49ab-aad3-8bc7b6a04e20","9d447c25-9cd0-4726-95a8-c86ff2bf1d47","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:14:56.713+00:00","2025-09-20T00:14:56.928183+00:00"
"712e07cc-419d-4440-8724-5ef344915e3e","bce00af7-a507-47dd-a987-b2076b7c3b39","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:01.146+00:00","2025-09-20T00:15:01.359698+00:00"
"534cd2f3-57b1-4d53-bd4c-60847377af3f","64166be2-35e0-4d7f-aa70-2b770d80272b","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:06.514+00:00","2025-09-20T00:15:06.72144+00:00"
"dc7fd949-7cc0-42ee-9a07-42b06d377e29","fb4cd280-fdb9-4592-b223-28dc3896def3","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:10.81+00:00","2025-09-20T00:15:10.860542+00:00"
"8c2048a5-e519-48bc-8c88-460a7d047894","66d27458-8695-4661-b6a5-4507c918b608","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:15.93+00:00","2025-09-20T00:15:16.020793+00:00"
"aa5fa772-cc35-433d-9b5f-54cbcbf5f510","14afc87e-4b45-4375-9680-8e4c277d3390","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:19.262+00:00","2025-09-20T00:15:19.316669+00:00"
"8a306647-e8b1-4b6a-967b-910ab977eed4","0daa70f5-2337-4804-9f07-a65d341ae43f","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:22.519+00:00","2025-09-20T00:15:22.579733+00:00"
"1332cf80-986f-48ba-938d-df1565e1a7cd","2285a53d-b348-4887-a799-7304a8aa757a","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:26.312+00:00","2025-09-20T00:15:26.367524+00:00"
"8b52f020-e5cf-465a-91cf-121d31edd4ef","c4afef79-a592-4873-b6e5-4c2140daf3d8","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:30.715+00:00","2025-09-20T00:15:30.789541+00:00"
"fc3cd954-5876-42e1-90aa-83a53b8aef35","a5733241-6ff6-43d6-b955-2ba191dc47ef","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:34.879+00:00","2025-09-20T00:15:34.936482+00:00"
"84c90fe6-6840-455b-8609-c3703b5e8123","5bf3c701-dcf3-49cb-a101-a1e135aaf207","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:39.002+00:00","2025-09-20T00:15:39.058117+00:00"
"12c813bd-b2f3-482a-a3e5-0afc30e9244a","79a9dd4d-92ff-4fa8-9a75-e6c7613f2b6f","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:44.847+00:00","2025-09-20T00:15:45.058502+00:00"
"0f21b5f7-9aa4-4b87-9049-6928cc3c5c16","b448029a-19c9-4e18-a13e-9d038fb57814","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:49.574+00:00","2025-09-20T00:15:49.79408+00:00"
"c7d724d3-9bd2-4f01-8171-1902b2606f51","ff0fd5b5-6955-48e1-8a2c-a11f53d68e56","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:53.053+00:00","2025-09-20T00:15:53.25537+00:00"
"bd6dce51-b18e-414b-8a6b-f4d89610c6d0","d36f173e-4bbc-4be2-9ba6-2dfbbbe0d1a5","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:21.816+00:00","2025-09-20T00:16:22.011443+00:00"
"8a79083e-5532-42e2-8102-c915ff9d9cea","c32dae0a-6a8b-44de-96b0-c11acc45e497","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:15:56.701+00:00","2025-09-20T00:15:56.901207+00:00"
"8ba9c00d-9534-4604-8cb1-5db4ed624e13","2e37fe41-95e6-4c83-8bd1-5213be08c2ca","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:25.56+00:00","2025-09-20T00:16:25.749621+00:00"
"d2984bf3-906b-4cf7-a04c-1196863085fd","10a30b13-9398-46c7-9f65-d286b408ff50","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:00.73+00:00","2025-09-20T00:16:00.935926+00:00"
"91a0fb07-ccad-4041-abb7-de37e931c4fa","1a9420fd-4a45-4341-8b89-9fe64ebf803d","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:04.065+00:00","2025-09-20T00:16:04.260557+00:00"
"5e2278dd-bf1d-478e-b90c-d1d6697a0463","bb8e19b4-b8ce-47d6-bfe3-9fbbf85f0233","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:07.602+00:00","2025-09-20T00:16:07.662351+00:00"
"f78d65fe-76e8-4ed4-acb5-080038a8bd25","decb38e8-a93c-43e4-8004-cc40af1ac28e","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:10.918+00:00","2025-09-20T00:16:10.979616+00:00"
"daca3e93-df87-427f-9df5-8f89e74eef84","e7334df6-5896-4905-9d55-acbd36ce6088","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:14.518+00:00","2025-09-20T00:16:14.577638+00:00"
"ef2afd30-0ebe-4dee-a1a2-b830f45d42f3","4480016d-26c1-4e3c-9d06-0ca960c792e2","041b4586-86cd-4690-a603-e320a2a051c9","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-20T00:16:18.428+00:00","2025-09-20T00:16:18.621257+00:00"
"5dfb0af4-f805-4155-8834-d3b93197d85b","e2cbcbd2-a7d8-4b7b-b675-034c27ac4a4a","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:16:43.312+00:00","2025-09-25T15:16:43.694825+00:00"
"c7b90974-1c02-4f08-bd61-f002ac99cd18","d49cdd18-1732-4bbd-8614-d8c43244f339","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:16:57.733+00:00","2025-09-25T15:16:58.258296+00:00"
"00d68542-94b6-42f0-b427-dd9d5a2bb58a","2d91fb78-0906-4b7f-9154-877417cd44b8","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:09.972+00:00","2025-09-25T15:17:10.242401+00:00"
"3aedf670-e95f-4d06-a54b-4a75f3a3717c","0496ce7e-e4fc-4433-9688-f31b4b71e6cf","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:14.758+00:00","2025-09-25T15:17:15.013178+00:00"
"24fd13f4-83db-4d13-a9fb-6f0665e567ac","0acbabf2-5a84-4890-ae8d-3722b4982099","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:22.529+00:00","2025-09-25T15:17:22.765735+00:00"
"77340c98-960f-4f7f-a899-a76140b964fb","ad6e745a-aa9c-46dd-9626-c6df58a6f371","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:29.501+00:00","2025-09-25T15:17:29.746267+00:00"
"68ebdc0d-4690-4895-bc39-290d892fa801","4f3da119-d4b9-4080-b55c-3de8dbad17df","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:36.19+00:00","2025-09-25T15:17:36.444833+00:00"
"4953b8af-2209-4b8b-a7bb-fe61edd070ed","4ead23b5-84de-4aca-8336-fc88d797de33","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:47.062+00:00","2025-09-25T15:17:47.309008+00:00"
"304f838f-3ebb-4995-b553-aa7393694c45","6af2c224-3508-4c5c-b026-bf2b5f69e9aa","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:17:54.259+00:00","2025-09-25T15:17:54.503503+00:00"
"fe7a4080-81b8-4a63-9d56-8ceca82f2897","ca366a8d-0033-42cf-8348-2a61db65a999","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:39:42.251+00:00","2025-09-25T15:39:42.656428+00:00"
"ea66bb31-54ec-4443-bae7-fec2f9430004","6673915d-07d4-4869-a5de-f33176364785","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:39:51.924+00:00","2025-09-25T15:39:52.197869+00:00"
"ed5ac007-d0e8-4dbc-ba75-cd52d61b07f6","c70d0579-71d4-40a8-80c5-63f2503dacbf","4b72bbfa-236b-42da-b246-b2cabc19053a","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-25T15:40:01.091+00:00","2025-09-25T15:40:01.890306+00:00"
"9e619a17-99a0-4787-a099-f6593b61241b","830ef9d4-8c38-47d3-819b-ec2a691582ef","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:11:54.741+00:00","2025-09-28T12:11:54.940381+00:00"
"dd99f9e4-f5fb-4e76-9c59-e968ce73fe73","b5b81534-0e50-4a8d-a483-a6253a08040a","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:11:59.186+00:00","2025-09-28T12:11:59.40681+00:00"
"89ae4eff-b7a2-4532-8746-140652fe4a0e","9c7969ef-b916-41e0-807a-18c91ae858bd","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:02.749+00:00","2025-09-28T12:12:02.806008+00:00"
"54588dae-0a07-4b75-8a10-1e034cb77a40","2eee4b19-6d7c-49d5-b11c-e6f2eb2b9f9a","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:06.577+00:00","2025-09-28T12:12:06.63428+00:00"
"426c4f0f-5b32-4803-a4d2-83c7607ab9f0","4a572365-ab91-4188-805d-5a9a1527b645","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:11.108+00:00","2025-09-28T12:12:11.312017+00:00"
"d883d306-63eb-47e7-ba2c-acac2761a00b","84aa7a25-e95d-4922-8034-f379d369bf2f","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:15.212+00:00","2025-09-28T12:12:15.263966+00:00"
"3947e28c-11d2-4d94-94e6-464d77fe03c1","fde9617b-ba0a-40cc-a16c-2e8412905464","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:19.804+00:00","2025-09-28T12:12:20.006756+00:00"
"8f26041e-46a3-4f07-bdef-a36f63f2fe27","72c84c1e-a89b-4cd0-9ffc-3b53ebc22e12","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:23.686+00:00","2025-09-28T12:12:23.731715+00:00"
"3b57a53a-015a-4bf8-bd91-44bbd8e4ba07","0c775a2f-c468-47b1-9a56-cc55ba3744b6","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:31.132+00:00","2025-09-28T12:12:31.195079+00:00"
"d60544bd-0d5d-4808-9752-2b25e6bc94d0","cc08059b-6d71-4f78-ba63-054d4b3b5cd0","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:36.175+00:00","2025-09-28T12:12:36.372073+00:00"
"67e0bd5f-4721-4aca-9a67-4dd033a1bd04","31c92448-9ee6-482a-b086-736f7d517960","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:41.131+00:00","2025-09-28T12:12:41.202594+00:00"
"3598cb42-b5b0-46b2-9ebc-0fec6de6a07f","478c3925-1046-4cd5-a0fb-96d83c4be701","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:46.389+00:00","2025-09-28T12:12:46.473167+00:00"
"770521d1-a4b0-49be-bc1f-f10b88afa1c6","7a720b67-55da-4425-97b2-18569b1bce6a","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:12:51.776+00:00","2025-09-28T12:12:51.840313+00:00"
"bb61c39f-cb30-49ed-9f8c-7ef77fb80e28","27c7aae3-89a9-4bcc-ab06-4708252e9e4d","64b150f4-5e68-4c2c-8c31-b2f8fadabda4","5b4c2783-8afa-420e-b3a5-f761b472a503","","true","Manual regrade via exam review interface - marking as correct","2025-09-28T12:13:08.28+00:00","2025-09-28T12:13:08.483989+00:00"
